Site,Code,Aggression,Shell,Bin.Shell,Start,log.Start,Movement,for.veg.100,for.veg.200,for.veg.300,for.veg.400,for.veg.500,for.veg.600,for.veg.700,for.veg.800,for.veg.900,for.veg.1000,wet.100,wet.200,wet.300,wet.400,wet.500,wet.600,wet.700,wet.800,wet.900,wet.1000,agri.100,agri.200,agri.300,agri.400,agri.500,agri.600,agri.700,agri.800,agri.900,agri.1000,urban.100,urban.200,urban.300,urban.400,urban.500,urban.600,urban.700,urban.800,urban.900,urban.1000,water.100,water.200,water.300,water.400,water.500,water.600,water.700,water.800,water.900,water.1000
E,AFA,2,0,0,60,4.110873864,114,1,0.888111888,0.714723926,0.631944444,0.585555556,0.561106841,0.496040724,0.446559931,0.421682627,0.407089449,0,0,0,0,0,0,0,0.004759844,0.009233926,0.014123511,0,0,0.039877301,0.045138889,0.038888889,0.058416603,0.147058824,0.209000433,0.24247606,0.269454445,0,0,0,0.006944444,0.01,0.036126057,0.046945701,0.059281696,0.061901505,0.063971199,0,0.111888112,0.245398773,0.315972222,0.365555556,0.3443505,0.309954751,0.280398096,0.264705882,0.245361396
E,AFF,3,99,1,99,4.605170186,22,1,0.888111888,0.714723926,0.631944444,0.585555556,0.561106841,0.496040724,0.446559931,0.421682627,0.407089449,0,0,0,0,0,0,0,0.004759844,0.009233926,0.014123511,0,0,0.039877301,0.045138889,0.038888889,0.058416603,0.147058824,0.209000433,0.24247606,0.269454445,0,0,0,0.006944444,0.01,0.036126057,0.046945701,0.059281696,0.061901505,0.063971199,0,0.111888112,0.245398773,0.315972222,0.365555556,0.3443505,0.309954751,0.280398096,0.264705882,0.245361396
E,AFG,1,0,0,141,4.955827058,105,1,0.888111888,0.714723926,0.631944444,0.585555556,0.561106841,0.496040724,0.446559931,0.421682627,0.407089449,0,0,0,0,0,0,0,0.004759844,0.009233926,0.014123511,0,0,0.039877301,0.045138889,0.038888889,0.058416603,0.147058824,0.209000433,0.24247606,0.269454445,0,0,0,0.006944444,0.01,0.036126057,0.046945701,0.059281696,0.061901505,0.063971199,0,0.111888112,0.245398773,0.315972222,0.365555556,0.3443505,0.309954751,0.280398096,0.264705882,0.245361396
E,AFH,3,0,0,0,0,98,1,0.888111888,0.714723926,0.631944444,0.585555556,0.561106841,0.496040724,0.446559931,0.421682627,0.407089449,0,0,0,0,0,0,0,0.004759844,0.009233926,0.014123511,0,0,0.039877301,0.045138889,0.038888889,0.058416603,0.147058824,0.209000433,0.24247606,0.269454445,0,0,0,0.006944444,0.01,0.036126057,0.046945701,0.059281696,0.061901505,0.063971199,0,0.111888112,0.245398773,0.315972222,0.365555556,0.3443505,0.309954751,0.280398096,0.264705882,0.245361396
E,AFI,2,120,1,137,4.927253685,61,1,0.888111888,0.714723926,0.631944444,0.585555556,0.561106841,0.496040724,0.446559931,0.421682627,0.407089449,0,0,0,0,0,0,0,0.004759844,0.009233926,0.014123511,0,0,0.039877301,0.045138889,0.038888889,0.058416603,0.147058824,0.209000433,0.24247606,0.269454445,0,0,0,0.006944444,0.01,0.036126057,0.046945701,0.059281696,0.061901505,0.063971199,0,0.111888112,0.245398773,0.315972222,0.365555556,0.3443505,0.309954751,0.280398096,0.264705882,0.245361396
E,AFJ,0,428,1,NA,NA,NA,1,0.888111888,0.714723926,0.631944444,0.585555556,0.561106841,0.496040724,0.446559931,0.421682627,0.407089449,0,0,0,0,0,0,0,0.004759844,0.009233926,0.014123511,0,0,0.039877301,0.045138889,0.038888889,0.058416603,0.147058824,0.209000433,0.24247606,0.269454445,0,0,0,0.006944444,0.01,0.036126057,0.046945701,0.059281696,0.061901505,0.063971199,0,0.111888112,0.245398773,0.315972222,0.365555556,0.3443505,0.309954751,0.280398096,0.264705882,0.245361396
E,AFK,3,0,0,106,4.672828834,20,1,0.888111888,0.714723926,0.631944444,0.585555556,0.561106841,0.496040724,0.446559931,0.421682627,0.407089449,0,0,0,0,0,0,0,0.004759844,0.009233926,0.014123511,0,0,0.039877301,0.045138889,0.038888889,0.058416603,0.147058824,0.209000433,0.24247606,0.269454445,0,0,0,0.006944444,0.01,0.036126057,0.046945701,0.059281696,0.061901505,0.063971199,0,0.111888112,0.245398773,0.315972222,0.365555556,0.3443505,0.309954751,0.280398096,0.264705882,0.245361396
E,AFL,2,0,0,0,0,71,1,0.888111888,0.714723926,0.631944444,0.585555556,0.561106841,0.496040724,0.446559931,0.421682627,0.407089449,0,0,0,0,0,0,0,0.004759844,0.009233926,0.014123511,0,0,0.039877301,0.045138889,0.038888889,0.058416603,0.147058824,0.209000433,0.24247606,0.269454445,0,0,0,0.006944444,0.01,0.036126057,0.046945701,0.059281696,0.061901505,0.063971199,0,0.111888112,0.245398773,0.315972222,0.365555556,0.3443505,0.309954751,0.280398096,0.264705882,0.245361396
E,AFN,0,0,0,59,4.094344562,101,1,0.888111888,0.714723926,0.631944444,0.585555556,0.561106841,0.496040724,0.446559931,0.421682627,0.407089449,0,0,0,0,0,0,0,0.004759844,0.009233926,0.014123511,0,0,0.039877301,0.045138889,0.038888889,0.058416603,0.147058824,0.209000433,0.24247606,0.269454445,0,0,0,0.006944444,0.01,0.036126057,0.046945701,0.059281696,0.061901505,0.063971199,0,0.111888112,0.245398773,0.315972222,0.365555556,0.3443505,0.309954751,0.280398096,0.264705882,0.245361396
E,AFO,0,0,0,88,4.48863637,64,1,0.888111888,0.714723926,0.631944444,0.585555556,0.561106841,0.496040724,0.446559931,0.421682627,0.407089449,0,0,0,0,0,0,0,0.004759844,0.009233926,0.014123511,0,0,0.039877301,0.045138889,0.038888889,0.058416603,0.147058824,0.209000433,0.24247606,0.269454445,0,0,0,0.006944444,0.01,0.036126057,0.046945701,0.059281696,0.061901505,0.063971199,0,0.111888112,0.245398773,0.315972222,0.365555556,0.3443505,0.309954751,0.280398096,0.264705882,0.245361396
E,AHO,0,600,1,NA,NA,NA,1,0.888111888,0.714723926,0.631944444,0.585555556,0.561106841,0.496040724,0.446559931,0.421682627,0.407089449,0,0,0,0,0,0,0,0.004759844,0.009233926,0.014123511,0,0,0.039877301,0.045138889,0.038888889,0.058416603,0.147058824,0.209000433,0.24247606,0.269454445,0,0,0,0.006944444,0.01,0.036126057,0.046945701,0.059281696,0.061901505,0.063971199,0,0.111888112,0.245398773,0.315972222,0.365555556,0.3443505,0.309954751,0.280398096,0.264705882,0.245361396
E,NA1,1,NA,NA,NA,NA,NA,1,0.888111888,0.714723926,0.631944444,0.585555556,0.561106841,0.496040724,0.446559931,0.421682627,0.407089449,0,0,0,0,0,0,0,0.004759844,0.009233926,0.014123511,0,0,0.039877301,0.045138889,0.038888889,0.058416603,0.147058824,0.209000433,0.24247606,0.269454445,0,0,0,0.006944444,0.01,0.036126057,0.046945701,0.059281696,0.061901505,0.063971199,0,0.111888112,0.245398773,0.315972222,0.365555556,0.3443505,0.309954751,0.280398096,0.264705882,0.245361396
E,NA2,1,NA,NA,NA,NA,NA,1,0.888111888,0.714723926,0.631944444,0.585555556,0.561106841,0.496040724,0.446559931,0.421682627,0.407089449,0,0,0,0,0,0,0,0.004759844,0.009233926,0.014123511,0,0,0.039877301,0.045138889,0.038888889,0.058416603,0.147058824,0.209000433,0.24247606,0.269454445,0,0,0,0.006944444,0.01,0.036126057,0.046945701,0.059281696,0.061901505,0.063971199,0,0.111888112,0.245398773,0.315972222,0.365555556,0.3443505,0.309954751,0.280398096,0.264705882,0.245361396
E,AFP,1,0,0,20,3.044522438,93,1,0.888111888,0.714723926,0.631944444,0.585555556,0.561106841,0.496040724,0.446559931,0.421682627,0.407089449,0,0,0,0,0,0,0,0.004759844,0.009233926,0.014123511,0,0,0.039877301,0.045138889,0.038888889,0.058416603,0.147058824,0.209000433,0.24247606,0.269454445,0,0,0,0.006944444,0.01,0.036126057,0.046945701,0.059281696,0.061901505,0.063971199,0,0.111888112,0.245398773,0.315972222,0.365555556,0.3443505,0.309954751,0.280398096,0.264705882,0.245361396
E,AFQ,0,0,0,0,0,85,1,0.888111888,0.714723926,0.631944444,0.585555556,0.561106841,0.496040724,0.446559931,0.421682627,0.407089449,0,0,0,0,0,0,0,0.004759844,0.009233926,0.014123511,0,0,0.039877301,0.045138889,0.038888889,0.058416603,0.147058824,0.209000433,0.24247606,0.269454445,0,0,0,0.006944444,0.01,0.036126057,0.046945701,0.059281696,0.061901505,0.063971199,0,0.111888112,0.245398773,0.315972222,0.365555556,0.3443505,0.309954751,0.280398096,0.264705882,0.245361396
E,AFR,0,48,1,54,4.007333185,37,1,0.888111888,0.714723926,0.631944444,0.585555556,0.561106841,0.496040724,0.446559931,0.421682627,0.407089449,0,0,0,0,0,0,0,0.004759844,0.009233926,0.014123511,0,0,0.039877301,0.045138889,0.038888889,0.058416603,0.147058824,0.209000433,0.24247606,0.269454445,0,0,0,0.006944444,0.01,0.036126057,0.046945701,0.059281696,0.061901505,0.063971199,0,0.111888112,0.245398773,0.315972222,0.365555556,0.3443505,0.309954751,0.280398096,0.264705882,0.245361396
E,AFS,2,20,1,60,4.110873864,89,1,0.888111888,0.714723926,0.631944444,0.585555556,0.561106841,0.496040724,0.446559931,0.421682627,0.407089449,0,0,0,0,0,0,0,0.004759844,0.009233926,0.014123511,0,0,0.039877301,0.045138889,0.038888889,0.058416603,0.147058824,0.209000433,0.24247606,0.269454445,0,0,0,0.006944444,0.01,0.036126057,0.046945701,0.059281696,0.061901505,0.063971199,0,0.111888112,0.245398773,0.315972222,0.365555556,0.3443505,0.309954751,0.280398096,0.264705882,0.245361396
E,AFT,0,279,1,NA,NA,NA,1,0.888111888,0.714723926,0.631944444,0.585555556,0.561106841,0.496040724,0.446559931,0.421682627,0.407089449,0,0,0,0,0,0,0,0.004759844,0.009233926,0.014123511,0,0,0.039877301,0.045138889,0.038888889,0.058416603,0.147058824,0.209000433,0.24247606,0.269454445,0,0,0,0.006944444,0.01,0.036126057,0.046945701,0.059281696,0.061901505,0.063971199,0,0.111888112,0.245398773,0.315972222,0.365555556,0.3443505,0.309954751,0.280398096,0.264705882,0.245361396
E,AFU,1,0,0,35,3.583518938,49,1,0.888111888,0.714723926,0.631944444,0.585555556,0.561106841,0.496040724,0.446559931,0.421682627,0.407089449,0,0,0,0,0,0,0,0.004759844,0.009233926,0.014123511,0,0,0.039877301,0.045138889,0.038888889,0.058416603,0.147058824,0.209000433,0.24247606,0.269454445,0,0,0,0.006944444,0.01,0.036126057,0.046945701,0.059281696,0.061901505,0.063971199,0,0.111888112,0.245398773,0.315972222,0.365555556,0.3443505,0.309954751,0.280398096,0.264705882,0.245361396
E,AFV,1,330,1,330,5.802118375,67,1,0.888111888,0.714723926,0.631944444,0.585555556,0.561106841,0.496040724,0.446559931,0.421682627,0.407089449,0,0,0,0,0,0,0,0.004759844,0.009233926,0.014123511,0,0,0.039877301,0.045138889,0.038888889,0.058416603,0.147058824,0.209000433,0.24247606,0.269454445,0,0,0,0.006944444,0.01,0.036126057,0.046945701,0.059281696,0.061901505,0.063971199,0,0.111888112,0.245398773,0.315972222,0.365555556,0.3443505,0.309954751,0.280398096,0.264705882,0.245361396
E,AFW,2,0,0,90,4.510859507,9,1,0.888111888,0.714723926,0.631944444,0.585555556,0.561106841,0.496040724,0.446559931,0.421682627,0.407089449,0,0,0,0,0,0,0,0.004759844,0.009233926,0.014123511,0,0,0.039877301,0.045138889,0.038888889,0.058416603,0.147058824,0.209000433,0.24247606,0.269454445,0,0,0,0.006944444,0.01,0.036126057,0.046945701,0.059281696,0.061901505,0.063971199,0,0.111888112,0.245398773,0.315972222,0.365555556,0.3443505,0.309954751,0.280398096,0.264705882,0.245361396
E,AFX,3,19,1,108,4.691347882,77,1,0.888111888,0.714723926,0.631944444,0.585555556,0.561106841,0.496040724,0.446559931,0.421682627,0.407089449,0,0,0,0,0,0,0,0.004759844,0.009233926,0.014123511,0,0,0.039877301,0.045138889,0.038888889,0.058416603,0.147058824,0.209000433,0.24247606,0.269454445,0,0,0,0.006944444,0.01,0.036126057,0.046945701,0.059281696,0.061901505,0.063971199,0,0.111888112,0.245398773,0.315972222,0.365555556,0.3443505,0.309954751,0.280398096,0.264705882,0.245361396
E,A,3,0,0,60,4.110873864,98,1,0.888111888,0.714723926,0.631944444,0.585555556,0.561106841,0.496040724,0.446559931,0.421682627,0.407089449,0,0,0,0,0,0,0,0.004759844,0.009233926,0.014123511,0,0,0.039877301,0.045138889,0.038888889,0.058416603,0.147058824,0.209000433,0.24247606,0.269454445,0,0,0,0.006944444,0.01,0.036126057,0.046945701,0.059281696,0.061901505,0.063971199,0,0.111888112,0.245398773,0.315972222,0.365555556,0.3443505,0.309954751,0.280398096,0.264705882,0.245361396
E,AFVY,0,600,1,NA,NA,NA,1,0.888111888,0.714723926,0.631944444,0.585555556,0.561106841,0.496040724,0.446559931,0.421682627,0.407089449,0,0,0,0,0,0,0,0.004759844,0.009233926,0.014123511,0,0,0.039877301,0.045138889,0.038888889,0.058416603,0.147058824,0.209000433,0.24247606,0.269454445,0,0,0,0.006944444,0.01,0.036126057,0.046945701,0.059281696,0.061901505,0.063971199,0,0.111888112,0.245398773,0.315972222,0.365555556,0.3443505,0.309954751,0.280398096,0.264705882,0.245361396
E,B,1,0,0,95,4.564348191,44,1,0.888111888,0.714723926,0.631944444,0.585555556,0.561106841,0.496040724,0.446559931,0.421682627,0.407089449,0,0,0,0,0,0,0,0.004759844,0.009233926,0.014123511,0,0,0.039877301,0.045138889,0.038888889,0.058416603,0.147058824,0.209000433,0.24247606,0.269454445,0,0,0,0.006944444,0.01,0.036126057,0.046945701,0.059281696,0.061901505,0.063971199,0,0.111888112,0.245398773,0.315972222,0.365555556,0.3443505,0.309954751,0.280398096,0.264705882,0.245361396
E,AGA,3,0,0,92,4.532599493,104,1,0.888111888,0.714723926,0.631944444,0.585555556,0.561106841,0.496040724,0.446559931,0.421682627,0.407089449,0,0,0,0,0,0,0,0.004759844,0.009233926,0.014123511,0,0,0.039877301,0.045138889,0.038888889,0.058416603,0.147058824,0.209000433,0.24247606,0.269454445,0,0,0,0.006944444,0.01,0.036126057,0.046945701,0.059281696,0.061901505,0.063971199,0,0.111888112,0.245398773,0.315972222,0.365555556,0.3443505,0.309954751,0.280398096,0.264705882,0.245361396
E,AGG,0,289,1,310,5.739792912,111,1,0.888111888,0.714723926,0.631944444,0.585555556,0.561106841,0.496040724,0.446559931,0.421682627,0.407089449,0,0,0,0,0,0,0,0.004759844,0.009233926,0.014123511,0,0,0.039877301,0.045138889,0.038888889,0.058416603,0.147058824,0.209000433,0.24247606,0.269454445,0,0,0,0.006944444,0.01,0.036126057,0.046945701,0.059281696,0.061901505,0.063971199,0,0.111888112,0.245398773,0.315972222,0.365555556,0.3443505,0.309954751,0.280398096,0.264705882,0.245361396
F,AGH,0,65,1,85,4.454347296,30,1,1,0.993865031,0.947735192,0.86961326,0.816912335,0.774138905,0.726169844,0.695771743,0.675915649,0,0,0.006134969,0.010452962,0.015469613,0.016291699,0.011857708,0.009098787,0.007218976,0.005826859,0,0,0,0,0,0,0.000564653,0.006499133,0.007218976,0.014150943,0,0,0,0.041811847,0.114917127,0.16446858,0.197063806,0.233968804,0.265383293,0.283018868,0,0,0,0,0,0.002327386,0.016374929,0.024263432,0.024407013,0.02108768
F,AGI,2,0,0,129,4.86753445,90,1,1,0.993865031,0.947735192,0.86961326,0.816912335,0.774138905,0.726169844,0.695771743,0.675915649,0,0,0.006134969,0.010452962,0.015469613,0.016291699,0.011857708,0.009098787,0.007218976,0.005826859,0,0,0,0,0,0,0.000564653,0.006499133,0.007218976,0.014150943,0,0,0,0.041811847,0.114917127,0.16446858,0.197063806,0.233968804,0.265383293,0.283018868,0,0,0,0,0,0.002327386,0.016374929,0.024263432,0.024407013,0.02108768
F,AGJ,0,350,1,352,5.866468057,23,1,1,0.993865031,0.947735192,0.86961326,0.816912335,0.774138905,0.726169844,0.695771743,0.675915649,0,0,0.006134969,0.010452962,0.015469613,0.016291699,0.011857708,0.009098787,0.007218976,0.005826859,0,0,0,0,0,0,0.000564653,0.006499133,0.007218976,0.014150943,0,0,0,0.041811847,0.114917127,0.16446858,0.197063806,0.233968804,0.265383293,0.283018868,0,0,0,0,0,0.002327386,0.016374929,0.024263432,0.024407013,0.02108768
F,AGK,2,0,0,0,0,91,1,1,0.993865031,0.947735192,0.86961326,0.816912335,0.774138905,0.726169844,0.695771743,0.675915649,0,0,0.006134969,0.010452962,0.015469613,0.016291699,0.011857708,0.009098787,0.007218976,0.005826859,0,0,0,0,0,0,0.000564653,0.006499133,0.007218976,0.014150943,0,0,0,0.041811847,0.114917127,0.16446858,0.197063806,0.233968804,0.265383293,0.283018868,0,0,0,0,0,0.002327386,0.016374929,0.024263432,0.024407013,0.02108768
F,AGL,0,0,0,4,1.609437912,111,1,1,0.993865031,0.947735192,0.86961326,0.816912335,0.774138905,0.726169844,0.695771743,0.675915649,0,0,0.006134969,0.010452962,0.015469613,0.016291699,0.011857708,0.009098787,0.007218976,0.005826859,0,0,0,0,0,0,0.000564653,0.006499133,0.007218976,0.014150943,0,0,0,0.041811847,0.114917127,0.16446858,0.197063806,0.233968804,0.265383293,0.283018868,0,0,0,0,0,0.002327386,0.016374929,0.024263432,0.024407013,0.02108768
F,AGN,3,0,0,2,1.098612289,72,1,1,0.993865031,0.947735192,0.86961326,0.816912335,0.774138905,0.726169844,0.695771743,0.675915649,0,0,0.006134969,0.010452962,0.015469613,0.016291699,0.011857708,0.009098787,0.007218976,0.005826859,0,0,0,0,0,0,0.000564653,0.006499133,0.007218976,0.014150943,0,0,0,0.041811847,0.114917127,0.16446858,0.197063806,0.233968804,0.265383293,0.283018868,0,0,0,0,0,0.002327386,0.016374929,0.024263432,0.024407013,0.02108768
F,AGO,0,137,1,142,4.96284463,27,1,1,0.993865031,0.947735192,0.86961326,0.816912335,0.774138905,0.726169844,0.695771743,0.675915649,0,0,0.006134969,0.010452962,0.015469613,0.016291699,0.011857708,0.009098787,0.007218976,0.005826859,0,0,0,0,0,0,0.000564653,0.006499133,0.007218976,0.014150943,0,0,0,0.041811847,0.114917127,0.16446858,0.197063806,0.233968804,0.265383293,0.283018868,0,0,0,0,0,0.002327386,0.016374929,0.024263432,0.024407013,0.02108768
F,AGP,0,0,0,10,2.397895273,27,1,1,0.993865031,0.947735192,0.86961326,0.816912335,0.774138905,0.726169844,0.695771743,0.675915649,0,0,0.006134969,0.010452962,0.015469613,0.016291699,0.011857708,0.009098787,0.007218976,0.005826859,0,0,0,0,0,0,0.000564653,0.006499133,0.007218976,0.014150943,0,0,0,0.041811847,0.114917127,0.16446858,0.197063806,0.233968804,0.265383293,0.283018868,0,0,0,0,0,0.002327386,0.016374929,0.024263432,0.024407013,0.02108768
F,C,2,NA,NA,NA,NA,NA,1,1,0.993865031,0.947735192,0.86961326,0.816912335,0.774138905,0.726169844,0.695771743,0.675915649,0,0,0.006134969,0.010452962,0.015469613,0.016291699,0.011857708,0.009098787,0.007218976,0.005826859,0,0,0,0,0,0,0.000564653,0.006499133,0.007218976,0.014150943,0,0,0,0.041811847,0.114917127,0.16446858,0.197063806,0.233968804,0.265383293,0.283018868,0,0,0,0,0,0.002327386,0.016374929,0.024263432,0.024407013,0.02108768
F,G,0,NA,NA,NA,NA,NA,1,1,0.993865031,0.947735192,0.86961326,0.816912335,0.774138905,0.726169844,0.695771743,0.675915649,0,0,0.006134969,0.010452962,0.015469613,0.016291699,0.011857708,0.009098787,0.007218976,0.005826859,0,0,0,0,0,0,0.000564653,0.006499133,0.007218976,0.014150943,0,0,0,0.041811847,0.114917127,0.16446858,0.197063806,0.233968804,0.265383293,0.283018868,0,0,0,0,0,0.002327386,0.016374929,0.024263432,0.024407013,0.02108768
F,AGQ,2,105,1,120,4.795790546,84,1,1,0.993865031,0.947735192,0.86961326,0.816912335,0.774138905,0.726169844,0.695771743,0.675915649,0,0,0.006134969,0.010452962,0.015469613,0.016291699,0.011857708,0.009098787,0.007218976,0.005826859,0,0,0,0,0,0,0.000564653,0.006499133,0.007218976,0.014150943,0,0,0,0.041811847,0.114917127,0.16446858,0.197063806,0.233968804,0.265383293,0.283018868,0,0,0,0,0,0.002327386,0.016374929,0.024263432,0.024407013,0.02108768
F,AGT,0,26,1,26,3.295836866,60,1,1,0.993865031,0.947735192,0.86961326,0.816912335,0.774138905,0.726169844,0.695771743,0.675915649,0,0,0.006134969,0.010452962,0.015469613,0.016291699,0.011857708,0.009098787,0.007218976,0.005826859,0,0,0,0,0,0,0.000564653,0.006499133,0.007218976,0.014150943,0,0,0,0.041811847,0.114917127,0.16446858,0.197063806,0.233968804,0.265383293,0.283018868,0,0,0,0,0,0.002327386,0.016374929,0.024263432,0.024407013,0.02108768
F,AGU,1,0,0,28,3.36729583,122,1,1,0.993865031,0.947735192,0.86961326,0.816912335,0.774138905,0.726169844,0.695771743,0.675915649,0,0,0.006134969,0.010452962,0.015469613,0.016291699,0.011857708,0.009098787,0.007218976,0.005826859,0,0,0,0,0,0,0.000564653,0.006499133,0.007218976,0.014150943,0,0,0,0.041811847,0.114917127,0.16446858,0.197063806,0.233968804,0.265383293,0.283018868,0,0,0,0,0,0.002327386,0.016374929,0.024263432,0.024407013,0.02108768
F,AGUV,0,0,0,95,4.564348191,44,1,1,0.993865031,0.947735192,0.86961326,0.816912335,0.774138905,0.726169844,0.695771743,0.675915649,0,0,0.006134969,0.010452962,0.015469613,0.016291699,0.011857708,0.009098787,0.007218976,0.005826859,0,0,0,0,0,0,0.000564653,0.006499133,0.007218976,0.014150943,0,0,0,0.041811847,0.114917127,0.16446858,0.197063806,0.233968804,0.265383293,0.283018868,0,0,0,0,0,0.002327386,0.016374929,0.024263432,0.024407013,0.02108768
F,AGV,3,0,0,134,4.905274778,61,1,1,0.993865031,0.947735192,0.86961326,0.816912335,0.774138905,0.726169844,0.695771743,0.675915649,0,0,0.006134969,0.010452962,0.015469613,0.016291699,0.011857708,0.009098787,0.007218976,0.005826859,0,0,0,0,0,0,0.000564653,0.006499133,0.007218976,0.014150943,0,0,0,0.041811847,0.114917127,0.16446858,0.197063806,0.233968804,0.265383293,0.283018868,0,0,0,0,0,0.002327386,0.016374929,0.024263432,0.024407013,0.02108768
F,AGW,0,600,1,NA,NA,NA,1,1,0.993865031,0.947735192,0.86961326,0.816912335,0.774138905,0.726169844,0.695771743,0.675915649,0,0,0.006134969,0.010452962,0.015469613,0.016291699,0.011857708,0.009098787,0.007218976,0.005826859,0,0,0,0,0,0,0.000564653,0.006499133,0.007218976,0.014150943,0,0,0,0.041811847,0.114917127,0.16446858,0.197063806,0.233968804,0.265383293,0.283018868,0,0,0,0,0,0.002327386,0.016374929,0.024263432,0.024407013,0.02108768
F,AGX,0,0,0,92,4.532599493,25,1,1,0.993865031,0.947735192,0.86961326,0.816912335,0.774138905,0.726169844,0.695771743,0.675915649,0,0,0.006134969,0.010452962,0.015469613,0.016291699,0.011857708,0.009098787,0.007218976,0.005826859,0,0,0,0,0,0,0.000564653,0.006499133,0.007218976,0.014150943,0,0,0,0.041811847,0.114917127,0.16446858,0.197063806,0.233968804,0.265383293,0.283018868,0,0,0,0,0,0.002327386,0.016374929,0.024263432,0.024407013,0.02108768
F,AGY,0,0,0,23,3.17805383,81,1,1,0.993865031,0.947735192,0.86961326,0.816912335,0.774138905,0.726169844,0.695771743,0.675915649,0,0,0.006134969,0.010452962,0.015469613,0.016291699,0.011857708,0.009098787,0.007218976,0.005826859,0,0,0,0,0,0,0.000564653,0.006499133,0.007218976,0.014150943,0,0,0,0.041811847,0.114917127,0.16446858,0.197063806,0.233968804,0.265383293,0.283018868,0,0,0,0,0,0.002327386,0.016374929,0.024263432,0.024407013,0.02108768
F,AHH,1,0,0,14,2.708050201,154,1,1,0.993865031,0.947735192,0.86961326,0.816912335,0.774138905,0.726169844,0.695771743,0.675915649,0,0,0.006134969,0.010452962,0.015469613,0.016291699,0.011857708,0.009098787,0.007218976,0.005826859,0,0,0,0,0,0,0.000564653,0.006499133,0.007218976,0.014150943,0,0,0,0.041811847,0.114917127,0.16446858,0.197063806,0.233968804,0.265383293,0.283018868,0,0,0,0,0,0.002327386,0.016374929,0.024263432,0.024407013,0.02108768
F,AAH,0,193,1,205,5.327876169,35,1,1,0.993865031,0.947735192,0.86961326,0.816912335,0.774138905,0.726169844,0.695771743,0.675915649,0,0,0.006134969,0.010452962,0.015469613,0.016291699,0.011857708,0.009098787,0.007218976,0.005826859,0,0,0,0,0,0,0.000564653,0.006499133,0.007218976,0.014150943,0,0,0,0.041811847,0.114917127,0.16446858,0.197063806,0.233968804,0.265383293,0.283018868,0,0,0,0,0,0.002327386,0.016374929,0.024263432,0.024407013,0.02108768
F,AHI,3,0,0,0,0,164,1,1,0.993865031,0.947735192,0.86961326,0.816912335,0.774138905,0.726169844,0.695771743,0.675915649,0,0,0.006134969,0.010452962,0.015469613,0.016291699,0.011857708,0.009098787,0.007218976,0.005826859,0,0,0,0,0,0,0.000564653,0.006499133,0.007218976,0.014150943,0,0,0,0.041811847,0.114917127,0.16446858,0.197063806,0.233968804,0.265383293,0.283018868,0,0,0,0,0,0.002327386,0.016374929,0.024263432,0.024407013,0.02108768
F,AHJ,2,0,0,13,2.63905733,114,1,1,0.993865031,0.947735192,0.86961326,0.816912335,0.774138905,0.726169844,0.695771743,0.675915649,0,0,0.006134969,0.010452962,0.015469613,0.016291699,0.011857708,0.009098787,0.007218976,0.005826859,0,0,0,0,0,0,0.000564653,0.006499133,0.007218976,0.014150943,0,0,0,0.041811847,0.114917127,0.16446858,0.197063806,0.233968804,0.265383293,0.283018868,0,0,0,0,0,0.002327386,0.016374929,0.024263432,0.024407013,0.02108768
F,AHK,1,0,0,10,2.397895273,60,1,1,0.993865031,0.947735192,0.86961326,0.816912335,0.774138905,0.726169844,0.695771743,0.675915649,0,0,0.006134969,0.010452962,0.015469613,0.016291699,0.011857708,0.009098787,0.007218976,0.005826859,0,0,0,0,0,0,0.000564653,0.006499133,0.007218976,0.014150943,0,0,0,0.041811847,0.114917127,0.16446858,0.197063806,0.233968804,0.265383293,0.283018868,0,0,0,0,0,0.002327386,0.016374929,0.024263432,0.024407013,0.02108768
F,AHL,1,103,1,108,4.691347882,50,1,1,0.993865031,0.947735192,0.86961326,0.816912335,0.774138905,0.726169844,0.695771743,0.675915649,0,0,0.006134969,0.010452962,0.015469613,0.016291699,0.011857708,0.009098787,0.007218976,0.005826859,0,0,0,0,0,0,0.000564653,0.006499133,0.007218976,0.014150943,0,0,0,0.041811847,0.114917127,0.16446858,0.197063806,0.233968804,0.265383293,0.283018868,0,0,0,0,0,0.002327386,0.016374929,0.024263432,0.024407013,0.02108768
F,AHN,1,83,1,100,4.615120517,32,1,1,0.993865031,0.947735192,0.86961326,0.816912335,0.774138905,0.726169844,0.695771743,0.675915649,0,0,0.006134969,0.010452962,0.015469613,0.016291699,0.011857708,0.009098787,0.007218976,0.005826859,0,0,0,0,0,0,0.000564653,0.006499133,0.007218976,0.014150943,0,0,0,0.041811847,0.114917127,0.16446858,0.197063806,0.233968804,0.265383293,0.283018868,0,0,0,0,0,0.002327386,0.016374929,0.024263432,0.024407013,0.02108768
F,AHO (2),2,0,0,32,3.496507561,159,1,1,0.993865031,0.947735192,0.86961326,0.816912335,0.774138905,0.726169844,0.695771743,0.675915649,0,0,0.006134969,0.010452962,0.015469613,0.016291699,0.011857708,0.009098787,0.007218976,0.005826859,0,0,0,0,0,0,0.000564653,0.006499133,0.007218976,0.014150943,0,0,0,0.041811847,0.114917127,0.16446858,0.197063806,0.233968804,0.265383293,0.283018868,0,0,0,0,0,0.002327386,0.016374929,0.024263432,0.024407013,0.02108768
